3	6 Jun 23	18:19:00	1	0	38	0	MT	0	1	0	0	16	2	0	0	2	15	14	0	0	0	12	0	6	0	0	1	0	1	6	26	0	1	0	0	0	25	0	0	1	0
3	6 Jun 23	18:19:00	1	0	38	0	CT	0	1	8	4	18	3	0	0	15	17	20	0	4	0	28	10	18	0	0	17	23	15	33	32	1	4	3	7	0	26	0	0	6	0
3	6 Jun 23	18:19:00	1	0	38	0	Pn	0	1	7	7	15	13	4	1	3	15	15	15	9	4	3	15	1	15	13	6	7	8	14	15	12	15	15	15	8	15	15	1	11	1
4	6 Jun 23	18:20:00	1	0	38	0	MT	0	1	1	3	28	2	1	0	12	28	18	0	0	0	2	0	7	0	0	8	0	0	1	0	0	0	0	0	2	0	0	0	3	0
4	6 Jun 23	18:20:00	1	0	38	0	CT	0	1	10	6	30	8	9	0	14	32	26	0	1	0	14	32	11	0	0	17	22	9	30	18	30	6	7	0	5	1	0	0	16	0
4	6 Jun 23	18:20:00	1	0	38	0	Pn	0	1	8	4	15	15	3	1	15	15	5	15	9	4	1	15	8	15	13	4	7	8	15	15	12	15	15	15	10	15	15	1	14	1
5	6 Jun 23	18:21:00	1	0	38	0	MT	0	1	3	3	33	3	1	0	3	0	6	0	3	0	17	0	17	0	0	0	0	0	0	31	5	20	14	0	3	0	0	0	1	0
5	6 Jun 23	18:21:00	1	0	38	0	CT	0	1	12	15	38	5	18	0	15	0	17	0	4	0	25	0	24	0	0	0	25	0	3	37	6	26	19	3	9	0	0	0	2	0
5	6 Jun 23	18:21:00	1	0	38	0	Pn	0	1	11	1	10	12	2	1	12	15	11	15	12	4	12	15	1	15	13	4	7	8	15	2	7	7	1	15	13	15	15	1	15	1
6	6 Jun 23	18:22:00	1	0	38	0	MT	0	1	4	11	23	0	1	0	0	10	4	0	2	0	5	0	0	0	10	0	0	0	10	11	0	8	23	0	2	0	0	0	0	0
6	6 Jun 23	18:22:00	1	0	38	0	CT	0	1	15	18	30	0	4	0	1	25	6	0	13	0	49	0	4	0	13	0	22	0	22	13	1	19	35	0	5	6	0	0	6	0
6	6 Jun 23	18:22:00	1	0	38	0	Pn	0	1	15	12	15	12	1	1	12	5	15	15	14	4	7	15	1	15	3	4	7	8	5	11	7	15	6	15	15	15	15	1	15	1
7	6 Jun 23	18:23:00	1	0	38	0	MT	0	1	3	3	28	5	0	0	1	18	9	0	25	0	0	0	0	0	4	0	2	0	14	23	0	0	14	0	3	0	0	0	7	0
7	6 Jun 23	18:23:00	1	0	38	0	CT	0	1	22	5	32	10	0	0	19	19	16	0	48	0	36	0	0	0	24	2	18	0	19	29	1	3	15	0	7	0	0	0	14	0
7	6 Jun 23	18:23:00	1	0	38	0	Pn	0	1	12	15	15	7	1	1	11	15	6	15	9	4	7	15	1	15	3	4	5	8	11	6	7	15	10	15	12	15	15	1	8	1
8	6 Jun 23	18:24:00	1	0	38	0	MT	0	1	0	9	24	4	0	2	0	8	0	0	6	0	5	0	0	0	0	0	4	0	10	9	0	6	5	0	0	0	0	0	3	0
8	6 Jun 23	18:24:00	1	0	38	0	CT	0	1	0	19	34	9	0	11	0	11	14	0	15	0	20	0	0	0	7	0	27	0	28	23	1	10	8	0	0	1	0	0	7	0
8	6 Jun 23	18:24:00	1	0	38	0	Pn	0	1	12	6	1	3	1	3	11	7	6	15	15	4	2	15	1	15	3	4	5	8	1	15	7	15	15	15	12	15	15	1	5	1
9	6 Jun 23	18:25:00	1	0	38	0	MT	0	1	5	0	14	2	0	3	0	2	0	0	14	0	24	0	0	0	4	0	0	0	0	0	0	3	0	0	5	0	0	0	3	0
9	6 Jun 23	18:25:00	1	0	38	0	CT	0	1	9	29	19	21	2	9	0	7	2	0	32	0	39	0	0	0	25	0	17	0	0	0	0	11	2	3	16	0	0	0	21	0
9	6 Jun 23	18:25:00	1	0	38	0	Pn	0	1	7	6	15	1	1	6	11	5	6	15	1	4	6	15	1	15	3	4	5	8	1	15	7	12	15	15	7	15	15	1	2	1
10	6 Jun 23	18:26:00	1	0	38	0	MT	0	1	6	1	4	0	0	2	0	18	0	0	13	0	17	2	0	0	2	0	2	0	0	17	0	6	0	0	6	0	0	0	5	0
10	6 Jun 23	18:26:00	1	0	38	0	CT	0	1	10	7	6	0	5	12	0	23	0	0	22	0	31	5	0	0	24	1	15	0	2	21	0	21	1	0	9	3	0	0	15	0
10	6 Jun 23	18:26:00	1	0	38	0	Pn	0	1	1	5	11	1	1	8	11	15	6	15	14	4	15	13	1	15	5	4	3	8	1	4	7	10	15	15	1	15	15	1	7	1
11	6 Jun 23	18:27:00	1	0	38	0	MT	0	1	3	0	24	14	3	6	0	28	0	0	9	0	7	0	0	0	6	0	0	0	0	4	0	0	0	0	7	0	0	0	8	0
11	6 Jun 23	18:27:00	1	0	38	0	CT	0	1	4	1	28	15	13	15	0	30	0	0	27	0	75	0	0	0	22	0	3	0	14	21	0	19	1	0	14	0	0	0	10	0
11	6 Jun 23	18:27:00	1	0	38	0	Pn	0	1	4	5	15	15	4	14	11	15	6	15	7	4	8	13	1	15	3	4	3	8	1	8	7	10	15	15	8	15	15	1	15	1
12	6 Jun 23	18:28:00	1	0	38	0	MT	0	1	4	4	4	0	1	1	0	0	0	0	10	0	19	0	0	0	3	0	0	0	3	7	0	5	0	0	4	0	0	0	8	0
12	6 Jun 23	18:28:00	1	0	38	0	CT	0	1	34	8	15	0	8	2	0	0	0	0	31	0	46	0	0	0	26	0	0	0	29	15	0	6	0	0	13	0	0	0	18	0
12	6 Jun 23	18:28:00	1	0	38	0	Pn	0	1	8	1	11	15	5	15	11	15	6	15	9	4	13	13	1	15	2	4	3	8	4	15	7	15	15	15	12	15	15	1	11	1
13	6 Jun 23	18:29:00	1	0	38	0	MT	0	1	0	17	10	4	3	0	0	6	0	0	4	0	16	0	0	0	3	0	3	0	3	0	0	9	2	0	3	0	0	0	4	0
