3	6 Jun 23	18:19:00	1	0	41	0	MT	0	1	14	0	0	0	257	9	19	0	0	0	1	2	0	0	3	14	2	0	0	0	0	3	5	37	28	17	0	28	0	12	9	28
3	6 Jun 23	18:19:00	1	0	41	0	CT	0	1	34	0	1	0	122	25	30	6	0	6	15	31	0	9	11	21	22	0	2	1	5	17	8	40	42	22	0	34	0	17	22	36
3	6 Jun 23	18:19:00	1	0	41	0	Pn	0	1	1	1	12	1	3	6	6	15	15	15	15	12	13	12	8	15	8	1	13	14	11	15	11	1	15	1	15	15	1	3	10	8
4	6 Jun 23	18:20:00	1	0	41	0	MT	0	1	7	0	0	0	18	5	19	0	0	0	0	3	1	0	1	4	0	0	1	1	3	0	7	21	28	14	0	28	0	5	3	28
4	6 Jun 23	18:20:00	1	0	41	0	CT	0	1	10	0	22	0	28	19	31	18	0	18	5	3	4	5	18	13	27	0	14	11	28	1	10	23	34	25	0	32	0	17	30	37
4	6 Jun 23	18:20:00	1	0	41	0	Pn	0	1	8	1	12	1	2	1	5	15	15	15	15	15	12	12	7	11	8	1	12	15	10	15	12	8	15	15	15	15	1	8	13	8
5	6 Jun 23	18:21:00	1	0	41	0	MT	0	1	7	0	0	0	0	4	18	0	0	4	2	0	1	3	2	15	2	0	0	0	3	14	11	12	5	14	0	28	0	6	2	12
5	6 Jun 23	18:21:00	1	0	41	0	CT	0	1	8	0	6	0	17	18	27	16	0	18	25	0	10	17	16	23	15	0	33	15	16	30	15	22	19	22	0	34	0	26	6	18
5	6 Jun 23	18:21:00	1	0	41	0	Pn	0	1	15	1	12	1	2	5	15	15	15	15	13	15	11	15	5	6	10	1	12	15	7	1	1	10	10	1	15	15	1	10	15	10
6	6 Jun 23	18:22:00	1	0	41	0	MT	0	1	14	0	0	0	8	4	14	0	0	2	3	7	0	0	1	9	2	0	2	0	1	4	14	23	23	24	0	42	0	0	0	36
6	6 Jun 23	18:22:00	1	0	41	0	CT	0	1	23	0	3	10	40	17	33	1	0	30	11	29	0	3	6	10	19	0	13	0	1	22	28	25	31	32	0	48	0	27	4	50
6	6 Jun 23	18:22:00	1	0	41	0	Pn	0	1	1	1	12	1	2	9	1	15	15	13	10	8	11	15	4	15	12	1	14	15	6	5	15	15	15	5	15	1	1	10	15	2
7	6 Jun 23	18:23:00	1	0	41	0	MT	0	1	14	0	0	0	28	6	20	0	0	0	0	6	0	0	1	16	3	0	1	0	3	1	8	28	11	18	0	42	0	13	0	29
7	6 Jun 23	18:23:00	1	0	41	0	CT	0	1	33	0	0	0	26	17	30	4	5	31	0	18	3	0	24	28	27	0	16	0	27	5	28	32	17	33	0	48	0	23	20	37
7	6 Jun 23	18:23:00	1	0	41	0	Pn	0	1	15	1	12	1	6	15	9	15	15	13	10	14	11	15	3	5	15	1	15	15	3	6	7	15	4	15	15	15	1	5	15	15
8	6 Jun 23	18:24:00	1	0	41	0	MT	0	1	14	0	0	0	10	3	19	3	0	1	2	1	0	0	2	7	0	0	0	0	2	9	4	14	3	19	0	42	0	10	3	8
8	6 Jun 23	18:24:00	1	0	41	0	CT	0	1	16	0	0	0	12	17	42	29	0	16	12	19	0	0	31	31	6	0	0	3	30	21	21	18	13	27	0	46	0	18	38	9
8	6 Jun 23	18:24:00	1	0	41	0	Pn	0	1	1	1	12	1	2	12	12	12	15	12	8	15	11	15	1	12	15	1	15	15	1	15	3	1	1	8	15	1	1	15	12	15
9	6 Jun 23	18:25:00	1	0	41	0	MT	0	1	18	0	0	0	3	14	17	3	0	4	4	0	7	0	5	3	2	0	0	2	0	0	16	39	14	21	0	36	0	0	1	14
9	6 Jun 23	18:25:00	1	0	41	0	CT	0	1	28	0	0	0	1	22	20	23	0	23	43	0	14	0	22	4	11	0	0	22	0	0	39	41	15	27	0	41	0	0	14	23
9	6 Jun 23	18:25:00	1	0	41	0	Pn	0	1	11	1	12	1	5	4	1	9	15	8	4	15	8	15	6	15	13	1	15	13	1	15	15	14	15	1	15	1	1	15	11	1
10	6 Jun 23	18:26:00	1	0	41	0	MT	0	1	10	0	0	0	6	9	18	8	0	0	4	0	1	0	2	0	1	0	4	12	7	0	6	1	6	17	0	34	0	0	1	40
10	6 Jun 23	18:26:00	1	0	41	0	CT	0	1	25	0	1	3	11	30	31	33	0	25	24	0	9	2	35	0	16	0	18	19	25	1	14	13	13	27	0	38	0	10	26	43
10	6 Jun 23	18:26:00	1	0	41	0	Pn	0	1	1	1	12	1	4	13	11	1	15	8	8	15	9	15	4	15	12	1	11	1	8	15	9	15	9	12	15	7	1	15	10	13
11	6 Jun 23	18:27:00	1	0	41	0	MT	0	1	6	0	0	0	0	4	20	0	0	5	0	0	6	2	3	13	3	0	3	14	7	0	22	28	3	22	0	34	0	10	2	30
11	6 Jun 23	18:27:00	1	0	41	0	CT	0	1	41	0	0	1	0	9	39	7	0	39	0	12	11	30	23	16	23	0	20	16	20	6	27	31	17	42	0	40	0	29	17	35
11	6 Jun 23	18:27:00	1	0	41	0	Pn	0	1	7	1	12	1	4	13	11	1	15	3	8	15	15	13	1	2	9	1	12	15	15	15	15	15	6	12	15	15	1	5	8	15
12	6 Jun 23	18:28:00	1	0	41	0	MT	0	1	8	0	0	0	189	3	6	0	0	1	0	3	0	1	0	8	1	0	1	0	0	0	0	18	0	10	0	56	0	14	1	34
12	6 Jun 23	18:28:00	1	0	41	0	CT	0	1	17	0	5	16	154	14	11	0	11	45	0	19	0	6	2	20	21	0	9	2	0	0	13	22	0	33	8	60	0	34	18	38
12	6 Jun 23	18:28:00	1	0	41	0	Pn	0	1	15	1	12	1	6	10	13	1	15	2	8	12	15	12	1	8	8	1	13	15	15	15	15	15	6	8	15	15	1	11	7	9
13	6 Jun 23	18:29:00	1	0	41	0	MT	0	1	19	0	0	2	332	0	23	0	7	1	0	2	0	6	0	1	5	0	2	8	0	13	9	28	13	23	8	40	0	0	0	22
13	6 Jun 23	18:29:00	1	0	41	0	CT	0	1	39	0	8	35	266	2	31	0	16	25	0	20	11	25	33	34	34	0	15	30	0	27	25	32	20	36	19	48	0	4	27	24
13	6 Jun 23	18:29:00	1	0	41	0	Pn	0	1	6	1	12	3	6	10	12	1	8	1	8	10	15	6	1	9	3	1	15	7	15	6	6	15	9	7	7	3	1	11	7	15
14	6 Jun 23	18:30:00	1	0	41	0	MT	0	1	9	0	0	1	43	38	17	0	1	0	0	7	0	9	4	6	2	0	0	15	0	2	7	16	6	20	3	30	0	0	0	28
14	6 Jun 23	18:30:00	1	0	41	0	CT	0	1	14	0	0	25	14	20	27	3	43	2	0	20	3	17	27	12	33	0	19	19	0	23	10	18	34	33	27	34	0	0	10	32
14	6 Jun 23	18:30:00	1	0	41	0	Pn	0	1	15	1	12	4	2	6	1	1	7	1	8	11	15	15	5	15	1	1	15	12	15	8	13	3	15	15	8	1	1	11	7	15
15	6 Jun 23	18:31:00	1	0	41	0	MT	0	1	7	0	0	6	0	8	12	2	0	3	0	4	0	0	2	0	0	0	0	3	0	2	2	26	0	5	0	42	0	0	1	14
15	6 Jun 23	18:31:00	1	0	41	0	CT	0	1	19	0	0	30	0	12	34	35	12	24	1	4	0	0	19	7	15	0	6	22	0	9	8	31	9	13	21	45	0	0	30	24
15	6 Jun 23	18:31:00	1	0	41	0	Pn	0	1	8	1	12	10	2	4	13	3	7	4	8	15	15	15	7	15	1	1	15	15	15	10	15	1	15	10	8	15	1	11	6	1
16	6 Jun 23	18:32:00	1	0	41	0	MT	0	1	2	0	0	3	0	2	6	1	0	1	0	0	0	6	2	7	0	0	0	0	2	1	21	27	0	7	2	20	0	4	2	14
16	6 Jun 23	18:32:00	1	0	41	0	CT	0	1	17	0	0	29	0	6	20	49	1	19	0	19	0	17	5	27	15	0	0	23	14	25	26	34	2	19	25	24	0	34	20	16
16	6 Jun 23	18:32:00	1	0	41	0	Pn	0	1	6	1	12	13	2	6	11	4	7	5	8	15	15	9	9	8	1	1	15	15	13	11	8	2	15	15	6	15	1	15	8	15
17	6 Jun 23	18:33:00	1	0	41	0	MT	0	1	5	0	0	6	0	4	13	1	0	0	0	4	0	8	2	1	0	0	0	0	3	4	7	15	0	11	0	28	0	0	0	27
17	6 Jun 23	18:33:00	1	0	41	0	CT	0	1	16	0	2	19	0	17	28	24	0	16	7	20	0	28	24	24	0	0	0	0	6	20	13	21	1	32	16	39	0	10	19	29
17	6 Jun 23	18:33:00	1	0	41	0	Pn	0	1	1	1	12	15	2	10	8	5	7	5	8	11	15	5	11	7	1	1	15	15	10	15	15	15	15	4	6	15	1	15	8	14
18	6 Jun 23	18:34:00	1	0	41	0	MT	0	1	6	0	0	0	0	0	7	3	0	2	7	2	0	3	3	0	0	0	6	0	0	0	10	24	2	17	0	18	0	0	6	12
18	6 Jun 23	18:34:00	1	0	41	0	CT	0	1	21	0	0	0	0	0	37	60	0	32	9	21	0	34	28	0	0	0	21	0	0	0	24	32	8	21	13	20	0	8	26	30
18	6 Jun 23	18:34:00	1	0	41	0	Pn	0	1	7	1	12	15	2	10	15	2	7	7	15	9	15	6	14	7	1	1	9	15	10	15	5	11	13	15	6	5	1	15	10	4
19	6 Jun 23	18:35:00	1	0	41	0	MT	0	1	13	0	0	0	0	0	11	6	0	1	13	1	0	0	1	2	0	0	1	22	0	0	9	12	0	14	0	33	0	0	5	17
19	6 Jun 23	18:35:00	1	0	41	0	CT	0	1	16	0	1	0	0	1	15	49	1	21	45	22	0	37	9	13	0	0	31	30	0	1	13	30	0	23	2	36	0	0	29	22
19	6 Jun 23	18:35:00	1	0	41	0	Pn	0	1	10	1	12	15	2	10	4	8	7	8	6	8	15	6	15	5	1	1	8	15	10	15	14	7	13	1	6	10	1	15	15	15
20	6 Jun 23	18:36:00	1	0	41	0	MT	0	1	11	0	0	0	24	1	17	6	0	2	4	4	0	0	4	0	0	0	4	0	3	0	1	20	0	14	0	30	0	0	0	0
20	6 Jun 23	18:36:00	1	0	41	0	CT	0	1	23	0	0	3	22	2	25	54	5	17	28	34	3	31	28	0	0	0	12	1	3	3	7	23	23	20	0	36	0	0	0	11
20	6 Jun 23	18:36:00	1	0	41	0	Pn	0	1	3	1	12	15	6	11	15	14	7	10	10	12	15	6	11	5	1	1	12	15	7	15	15	15	13	15	6	12	1	15	15	15
21	6 Jun 23	18:37:00	1	0	41	0	MT	0	1	12	0	0	11	31	0	14	1	0	4	5	3	0	4	0	0	0	0	2	0	3	3	6	14	0	21	0	17	0	0	0	28
21	6 Jun 23	18:37:00	1	0	41	0	CT	0	1	23	0	0	33	33	1	25	35	0	26	14	20	3	37	44	1	0	0	21	6	18	6	19	19	0	34	9	21	0	0	25	31
21	6 Jun 23	18:37:00	1	0	41	0	Pn	0	1	15	1	12	4	6	11	1	15	7	14	15	15	15	2	11	5	1	1	14	15	10	12	9	1	13	8	6	1	1	15	15	15
