"Fly","Lab","User","Date","Experiment_name","Monitor_type","Monitor_number","Channel","Group","Tube_type","Incubator","Temperature","Treatment","Sex","Other","Alive","mortality_status","final_day_activity","total_experiment_activity","mortality_type","included_in_analysis"
"yjli_20230606_sleep_mutant_comparison_Monitor40_20","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor40","20_Monitor40","Male_Caff","MB","Incubator1",25,"Caffeine","Male","Wcs",NA,"alive",829,9456,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor40_21","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor40","21_Monitor40","Male_Caff","MB","Incubator1",25,"Caffeine","Male","Wcs",NA,"dead",0,2766,"final_day_inactive",FALSE
"yjli_20230606_sleep_mutant_comparison_Monitor40_22","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor40","22_Monitor40","Male_Caff","MB","Incubator1",25,"Caffeine","Male","Wcs",NA,"alive",2127,9020,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor40_23","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor40","23_Monitor40","Male_Caff","MB","Incubator1",25,"Caffeine","Male","Wcs",NA,"dead",0,2518,"final_day_inactive",FALSE
"yjli_20230606_sleep_mutant_comparison_Monitor40_24","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor40","24_Monitor40","Male_Caff","MB","Incubator1",25,"Caffeine","Male","Wcs",NA,"dead",0,0,"completely_inactive",FALSE
"yjli_20230606_sleep_mutant_comparison_Monitor40_25","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor40","25_Monitor40","Male_Caff","MB","Incubator1",25,"Caffeine","Male","Wcs",NA,"alive",6150,18354,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor40_26","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor40","26_Monitor40","Male_Caff","MB","Incubator1",25,"Caffeine","Male","Wcs",NA,"alive",4704,15020,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor40_27","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor40","27_Monitor40","Male_Caff","MB","Incubator1",25,"Caffeine","Male","Wcs",NA,"dead",0,7938,"final_day_inactive",FALSE
"yjli_20230606_sleep_mutant_comparison_Monitor40_28","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor40","28_Monitor40","Male_Caff","MB","Incubator1",25,"Caffeine","Male","Wcs",NA,"alive",4786,16685,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor40_29","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor40","29_Monitor40","Male_Caff","MB","Incubator1",25,"Caffeine","Male","Wcs",NA,"alive",4557,13261,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor40_30","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor40","30_Monitor40","Male_Caff","MB","Incubator1",25,"Caffeine","Male","Wcs",NA,"alive",3758,12061,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor40_31","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor40","31_Monitor40","Male_Caff","MB","Incubator1",25,"Caffeine","Male","Wcs",NA,"alive",1625,6871,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor40_32","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor40","32_Monitor40","Male_Caff","MB","Incubator1",25,"Caffeine","Male","Wcs",NA,"dead",0,0,"completely_inactive",FALSE
"yjli_20230606_sleep_mutant_comparison_Monitor41_1","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","1_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",4896,19350,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_2","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","2_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",4296,14205,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_3","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","3_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",7944,26742,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_4","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","4_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",1566,5610,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_5","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","5_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",5032,13298,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_6","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","6_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",4994,25844,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_7","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","7_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",6916,20068,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_8","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","8_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"dead",0,2112,"final_day_inactive",FALSE
"yjli_20230606_sleep_mutant_comparison_Monitor41_9","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","9_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",7636,34390,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_10","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","10_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",6241,15903,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_11","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","11_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",3676,23488,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_12","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","12_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",6869,19233,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_13","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","13_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",6668,29510,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_14","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","14_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",3304,12874,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_15","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","15_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",1277,6888,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_16","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","16_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",3620,14458,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_17","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","17_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",632,6271,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_18","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","18_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",3256,13930,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_19","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","19_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",2979,9076,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_20","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","20_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",3928,21132,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_21","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","21_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",3980,9402,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_22","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","22_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",5614,16178,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_23","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","23_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",9141,24769,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_24","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","24_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",5565,14488,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_25","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","25_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",7102,29384,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_26","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","26_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",5490,16792,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_27","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","27_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",3818,20152,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_28","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","28_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",5892,19722,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_29","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","29_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",2600,12073,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_30","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","30_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",2408,6835,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_31","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","31_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",5994,21939,"alive",TRUE
"yjli_20230606_sleep_mutant_comparison_Monitor41_32","Sehgal","yjli",20230606,"sleep_mutant_comparison","MB","Monitor41","32_Monitor41","Female_Caff","MB","Incubator1",25,"Caffeine","Female","Wcs",NA,"alive",8558,24341,"alive",TRUE
